#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Temperature (K), Power (K)
8.0918000000e+09, -4.2368510000e-02, -2.3696910000e-02, -2.6277078271e+01, -2.6316337394e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0918500000e+09, -4.3378810000e-02, -2.3445510000e-02, -2.6141412484e+01, -2.6460854995e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0919000000e+09, -4.3839970000e-02, -2.2641090000e-02, -2.6135791742e+01, -2.6648729417e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0919500000e+09, -4.3800170000e-02, -2.1695080000e-02, -2.6217599659e+01, -2.6816964193e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0920000000e+09, -4.4644100000e-02, -2.1128050000e-02, -2.6127009290e+01, -2.6995689250e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0920500000e+09, -4.4573390000e-02, -1.9993470000e-02, -2.6222338410e+01, -2.7199437849e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0921000000e+09, -4.5197970000e-02, -1.9277170000e-02, -2.6171789463e+01, -2.7384477650e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0921500000e+09, -4.5880130000e-02, -1.8419180000e-02, -2.6118539283e+01, -2.7598256054e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0922000000e+09, -4.5762200000e-02, -1.7309860000e-02, -2.6209102865e+01, -2.7799698320e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0922500000e+09, -4.6092530000e-02, -1.6244330000e-02, -2.6218930141e+01, -2.8027558305e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0923000000e+09, -4.6486400000e-02, -1.5444100000e-02, -2.6198782304e+01, -2.8208369130e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0923500000e+09, -4.6998710000e-02, -1.4902470000e-02, -2.6142217667e+01, -2.8345384149e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0924000000e+09, -4.6807850000e-02, -1.3879030000e-02, -2.6227662050e+01, -2.8533400860e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0924500000e+09, -4.7052970000e-02, -1.2800110000e-02, -2.6238201474e+01, -2.8759839693e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0925000000e+09, -4.7598820000e-02, -1.1470910000e-02, -2.6202903971e+01, -2.9051104045e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0925500000e+09, -4.8066500000e-02, -1.1147510000e-02, -2.6135624997e+01, -2.9137029320e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0926000000e+09, -4.7797870000e-02, -1.0222410000e-02, -2.6217594834e+01, -2.9308992275e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0926500000e+09, -4.7713650000e-02, -8.8022370000e-03, -2.6281803002e+01, -2.9591632629e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0927000000e+09, -4.8085370000e-02, -7.9091710000e-03, -2.6243806783e+01, -2.9785704862e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0927500000e+09, -4.8225060000e-02, -7.1486460000e-03, -2.6240147521e+01, -2.9944292268e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0928000000e+09, -4.8581860000e-02, -6.6711360000e-03, -2.6189388841e+01, -3.0051286811e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0928500000e+09, -4.8730460000e-02, -5.0491890000e-03, -2.6197612464e+01, -3.0383464467e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0929000000e+09, -4.8467990000e-02, -4.2893770000e-03, -2.6257017925e+01, -3.0533234464e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0929500000e+09, -4.9131830000e-02, -3.3968410000e-03, -2.6152031530e+01, -3.0725652184e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0930000000e+09, -4.8832730000e-02, -2.5563480000e-03, -2.6213894678e+01, -3.0892913247e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0930500000e+09, -4.8758620000e-02, -1.7476030000e-03, -2.6233396335e+01, -3.1057660607e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0931000000e+09, -4.9106500000e-02, -8.2490420000e-04, -2.6175995043e+01, -3.1247959643e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0931500000e+09, -4.8496440000e-02, 1.3008180000e-04, -2.6285771567e+01, -3.1442749430e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0932000000e+09, -4.8654670000e-02, 1.5294200000e-03, -2.6253220194e+01, -3.1730164934e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0932500000e+09, -4.8541210000e-02, 2.6275900000e-03, -2.6265081048e+01, -3.1956709938e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0933000000e+09, -4.8779340000e-02, 3.1022570000e-03, -2.6217751228e+01, -3.2051048819e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0933500000e+09, -4.8426960000e-02, 4.4212320000e-03, -2.6262206892e+01, -3.2326371715e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0934000000e+09, -4.8449220000e-02, 5.3500100000e-03, -2.6241627897e+01, -3.2515721795e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0934500000e+09, -4.9001170000e-02, 6.1993580000e-03, -2.6126908636e+01, -3.2674385586e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0935000000e+09, -4.8101730000e-02, 7.2663790000e-03, -2.6258794169e+01, -3.2915217906e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0935500000e+09, -4.7752250000e-02, 7.8952270000e-03, -2.6302996383e+01, -3.3054475929e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0936000000e+09, -4.8200910000e-02, 8.4679160000e-03, -2.6206884391e+01, -3.3154976377e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0936500000e+09, -4.7827120000e-02, 9.7950810000e-03, -2.6228072525e+01, -3.3436010512e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0937000000e+09, -4.7005640000e-02, 1.1342260000e-02, -2.6311226059e+01, -3.3783624299e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0937500000e+09, -4.7073030000e-02, 1.1421160000e-02, -2.6296140440e+01, -3.3796195124e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0938000000e+09, -4.6518640000e-02, 1.2886140000e-02, -2.6326372810e+01, -3.4118268138e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0938500000e+09, -4.6917040000e-02, 1.3754020000e-02, -2.6215327431e+01, -3.4267589436e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0939000000e+09, -4.6167590000e-02, 1.4020840000e-02, -2.6330113677e+01, -3.4364353790e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0939500000e+09, -4.6023500000e-02, 1.5328900000e-02, -2.6283526531e+01, -3.4631033114e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0940000000e+09, -4.5810080000e-02, 1.6419310000e-02, -2.6255894776e+01, -3.4857499876e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0940500000e+09, -4.5423390000e-02, 1.7192350000e-02, -2.6272976025e+01, -3.5034205180e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0941000000e+09, -4.4594850000e-02, 1.7893980000e-02, -2.6365957854e+01, -3.5231818777e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0941500000e+09, -4.4900480000e-02, 1.8633700000e-02, -2.6264870477e+01, -3.5349628303e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0942000000e+09, -4.4244950000e-02, 1.9922260000e-02, -2.6280990837e+01, -3.5646727122e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0942500000e+09, -4.4241630000e-02, 2.0477560000e-02, -2.6240343522e+01, -3.5750870948e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0943000000e+09, -4.3207900000e-02, 2.1336810000e-02, -2.6341037300e+01, -3.6002819082e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0943500000e+09, -4.3272470000e-02, 2.2006190000e-02, -2.6276811295e+01, -3.6120563919e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0944000000e+09, -4.2388880000e-02, 2.2963430000e-02, -2.6337384127e+01, -3.6380662332e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0944500000e+09, -4.1690990000e-02, 2.3811880000e-02, -2.6373018874e+01, -3.6605300279e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0945000000e+09, -4.1747950000e-02, 2.4419990000e-02, -2.6309275872e+01, -3.6708640231e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0945500000e+09, -4.1046660000e-02, 2.5445520000e-02, -2.6322150691e+01, -3.6965283840e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0946000000e+09, -4.0775000000e-02, 2.6103840000e-02, -2.6300403383e+01, -3.7110422365e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0946500000e+09, -3.9579990000e-02, 2.6565000000e-02, -2.6435391415e+01, -3.7327081818e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0947000000e+09, -3.9370750000e-02, 2.7991300000e-02, -2.6319793846e+01, -3.7596410936e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0947500000e+09, -3.8598660000e-02, 2.8865330000e-02, -2.6339388571e+01, -3.7837050786e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0948000000e+09, -3.8635270000e-02, 2.9445520000e-02, -2.6271390230e+01, -3.7928187744e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0948500000e+09, -3.8113440000e-02, 3.0022380000e-02, -2.6281976724e+01, -3.8087953213e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0949000000e+09, -3.7391530000e-02, 3.0895420000e-02, -2.6284420326e+01, -3.8321466352e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0949500000e+09, -3.6779600000e-02, 3.1611030000e-02, -2.6285633854e+01, -3.8515599642e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0950000000e+09, -3.5952910000e-02, 3.2183300000e-02, -2.6329467859e+01, -3.8717225386e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0950500000e+09, -3.4940310000e-02, 3.2856330000e-02, -2.6382034973e+01, -3.8962618014e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0951000000e+09, -3.4778310000e-02, 3.3512880000e-02, -2.6321515418e+01, -3.9084630216e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0951500000e+09, -3.3880680000e-02, 3.4616080000e-02, -2.6296398801e+01, -3.9377266787e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0952000000e+09, -3.3829690000e-02, 3.4846420000e-02, -2.6273234425e+01, -3.9417944471e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0952500000e+09, -3.1854700000e-02, 3.5500740000e-02, -2.6430139311e+01, -3.9810693745e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0953000000e+09, -3.1810270000e-02, 3.6018210000e-02, -2.6365375618e+01, -3.9889493638e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0953500000e+09, -3.1108790000e-02, 3.6397090000e-02, -2.6396897130e+01, -4.0051695140e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0954000000e+09, -3.0292990000e-02, 3.7486310000e-02, -2.6339716023e+01, -4.0327236038e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0954500000e+09, -2.9666600000e-02, 3.7962650000e-02, -2.6342743506e+01, -4.0490505652e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0955000000e+09, -2.8914070000e-02, 3.8653140000e-02, -2.6326275508e+01, -4.0701438643e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0955500000e+09, -2.8029880000e-02, 3.9273440000e-02, -2.6330026108e+01, -4.0925202554e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0956000000e+09, -2.7203820000e-02, 3.9586420000e-02, -2.6369274684e+01, -4.1103048242e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0956500000e+09, -2.6547330000e-02, 4.0450800000e-02, -2.6305934010e+01, -4.1316068374e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0957000000e+09, -2.5975420000e-02, 4.0642940000e-02, -2.6332836866e+01, -4.1437054969e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0957500000e+09, -2.5321560000e-02, 4.1040760000e-02, -2.6334789160e+01, -4.1595735619e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0958000000e+09, -2.3952120000e-02, 4.1535980000e-02, -2.6384720445e+01, -4.1893083907e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0958500000e+09, -2.3425090000e-02, 4.1749990000e-02, -2.6398239469e+01, -4.2010787667e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0959000000e+09, -2.2514800000e-02, 4.2172220000e-02, -2.6410354284e+01, -4.2220080793e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0959500000e+09, -2.1428830000e-02, 4.3240030000e-02, -2.6328501009e+01, -4.2522848088e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0960000000e+09, -2.0612410000e-02, 4.3260550000e-02, -2.6389625548e+01, -4.2677408893e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0960500000e+09, -1.9761220000e-02, 4.3969030000e-02, -2.6338047260e+01, -4.2900050269e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0961000000e+09, -1.9001900000e-02, 4.4077850000e-02, -2.6375308966e+01, -4.3053641140e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0961500000e+09, -1.7923350000e-02, 4.4484560000e-02, -2.6382490236e+01, -4.3293750341e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0962000000e+09, -1.7742540000e-02, 4.4723510000e-02, -2.6354508671e+01, -4.3347166850e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0962500000e+09, -1.6281020000e-02, 4.5114890000e-02, -2.6381919380e+01, -4.3660553955e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0963000000e+09, -1.4922690000e-02, 4.5180940000e-02, -2.6451228071e+01, -4.3933823702e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0963500000e+09, -1.4769000000e-02, 4.5612270000e-02, -2.6385361186e+01, -4.3992478437e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0964000000e+09, -1.3584980000e-02, 4.5678890000e-02, -2.6437613193e+01, -4.4233176395e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0964500000e+09, -1.3044530000e-02, 4.5974120000e-02, -2.6413458349e+01, -4.4359189127e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0965000000e+09, -1.2005340000e-02, 4.6438520000e-02, -2.6381467412e+01, -4.4594066216e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0965500000e+09, -1.0787620000e-02, 4.6429970000e-02, -2.6435697180e+01, -4.4840976477e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0966000000e+09, -1.0049130000e-02, 4.6923850000e-02, -2.6377376099e+01, -4.5014175105e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0966500000e+09, -8.9130440000e-03, 4.7281120000e-02, -2.6354590110e+01, -4.5260638757e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0967000000e+09, -8.0229260000e-03, 4.6682800000e-02, -2.6490446662e+01, -4.5421912088e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0967500000e+09, -7.2568330000e-03, 4.7711830000e-02, -2.6328155292e+01, -4.5614486715e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0968000000e+09, -6.3287630000e-03, 4.7245500000e-02, -2.6435552581e+01, -4.5792268554e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0968500000e+09, -5.3510180000e-03, 4.7138230000e-02, -2.6476927856e+01, -4.5993552654e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0969000000e+09, -4.5233790000e-03, 4.8021670000e-02, -2.6332891501e+01, -4.6184715529e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0969500000e+09, -3.7997340000e-03, 4.7338620000e-02, -2.6467797124e+01, -4.6322935935e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0970000000e+09, -2.5365060000e-03, 4.7397190000e-02, -2.6472527872e+01, -4.6589240245e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0970500000e+09, -1.8249820000e-03, 4.7783950000e-02, -2.6408028804e+01, -4.6742151702e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0971000000e+09, -5.8830250000e-04, 4.7734160000e-02, -2.6422754690e+01, -4.7000650447e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0971500000e+09, 7.8701710000e-05, 4.7641800000e-02, -2.6440224916e+01, -4.7140409255e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0972000000e+09, 1.3854030000e-03, 4.7702420000e-02, -2.6425530148e+01, -4.7414234336e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0972500000e+09, 2.0308500000e-03, 4.8032820000e-02, -2.6361481624e+01, -4.7546442791e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0973000000e+09, 3.0170520000e-03, 4.7478100000e-02, -2.6452631377e+01, -4.7758498337e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0973500000e+09, 3.9895630000e-03, 4.7440800000e-02, -2.6446354399e+01, -4.7962871836e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0974000000e+09, 4.9963970000e-03, 4.7793220000e-02, -2.6365467525e+01, -4.8165525735e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0974500000e+09, 5.5909300000e-03, 4.7482020000e-02, -2.6409616345e+01, -4.8295976423e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0975000000e+09, 6.1671850000e-03, 4.6781780000e-02, -2.6523638202e+01, -4.8434619497e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0975500000e+09, 7.5884000000e-03, 4.7002740000e-02, -2.6445788677e+01, -4.8724537396e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0976000000e+09, 8.8646120000e-03, 4.7083080000e-02, -2.6391420450e+01, -4.8984864298e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0976500000e+09, 9.5613580000e-03, 4.6922520000e-02, -2.6395689661e+01, -4.9134059999e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0977000000e+09, 9.9553090000e-03, 4.6191470000e-02, -2.6511579417e+01, -4.9246646649e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0977500000e+09, 1.1546770000e-02, 4.6115070000e-02, -2.6459054780e+01, -4.9577350282e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0978000000e+09, 1.2418460000e-02, 4.5989350000e-02, -2.6441198640e+01, -4.9761278809e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0978500000e+09, 1.3371560000e-02, 4.5902390000e-02, -2.6409564471e+01, -4.9958490279e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0979000000e+09, 1.3705520000e-02, 4.5752070000e-02, -2.6418569725e+01, -5.0034426562e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0979500000e+09, 1.4527900000e-02, 4.5040410000e-02, -2.6498104580e+01, -5.0244056727e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0980000000e+09, 1.5885120000e-02, 4.4720430000e-02, -2.6473826530e+01, -5.0536971889e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0980500000e+09, 1.6551620000e-02, 4.4256750000e-02, -2.6511859584e+01, -5.0702746319e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0981000000e+09, 1.7568640000e-02, 4.4189560000e-02, -2.6456275431e+01, -5.0908026186e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0981500000e+09, 1.7903290000e-02, 4.3582670000e-02, -2.6536515412e+01, -5.1021616485e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0982000000e+09, 1.9366780000e-02, 4.3133850000e-02, -2.6506056692e+01, -5.1344048465e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0982500000e+09, 1.9836510000e-02, 4.3113770000e-02, -2.6473767919e+01, -5.1436076582e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0983000000e+09, 2.0638700000e-02, 4.2808290000e-02, -2.6461788224e+01, -5.1616299257e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0983500000e+09, 2.1660360000e-02, 4.1951180000e-02, -2.6518757673e+01, -5.1890095705e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0984000000e+09, 2.2450960000e-02, 4.1738850000e-02, -2.6485559846e+01, -5.2058880988e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0984500000e+09, 2.3229060000e-02, 4.0951450000e-02, -2.6543106167e+01, -5.2283674161e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0985000000e+09, 2.4108470000e-02, 4.0730630000e-02, -2.6497127135e+01, -5.2468314933e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0985500000e+09, 2.5053270000e-02, 4.0216170000e-02, -2.6487823649e+01, -5.2695236518e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0986000000e+09, 2.5474330000e-02, 3.9113510000e-02, -2.6617810082e+01, -5.2896721735e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0986500000e+09, 2.6426400000e-02, 3.9381430000e-02, -2.6479619531e+01, -5.3034111583e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0987000000e+09, 2.7179640000e-02, 3.9092780000e-02, -2.6445526411e+01, -5.3199265403e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0987500000e+09, 2.8076670000e-02, 3.8319850000e-02, -2.6465241885e+01, -5.3447210172e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0988000000e+09, 2.8996090000e-02, 3.7743100000e-02, -2.6448714313e+01, -5.3674673675e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0988500000e+09, 2.9351930000e-02, 3.7024790000e-02, -2.6512336533e+01, -5.3827022829e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0989000000e+09, 2.9774030000e-02, 3.6529300000e-02, -2.6534743944e+01, -5.3962531735e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0989500000e+09, 3.0605000000e-02, 3.6124620000e-02, -2.6494313823e+01, -5.4152588292e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0990000000e+09, 3.1610440000e-02, 3.5538860000e-02, -2.6454631491e+01, -5.4393509812e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0990500000e+09, 3.2256160000e-02, 3.4346090000e-02, -2.6536247722e+01, -5.4664181668e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0991000000e+09, 3.2386820000e-02, 3.4041010000e-02, -2.6560606365e+01, -5.4728902263e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0991500000e+09, 3.3511970000e-02, 3.3055400000e-02, -2.6544867681e+01, -5.5046458020e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0992000000e+09, 3.4120070000e-02, 3.2660130000e-02, -2.6515270472e+01, -5.5196455311e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0992500000e+09, 3.4615130000e-02, 3.2031490000e-02, -2.6528215601e+01, -5.5365339987e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
8.0993000000e+09, 3.5637080000e-02, 3.1406060000e-02, -2.6465950579e+01, -5.5608124790e+00, 0.0000000000e+00, 1.4539000000e-02, 0.0000000000e+00
